Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Personal swimming coach,"swimming coach, Sector 1E, Kalamboli, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9504763218,4.9,16,"school, educational_institution, sports_activity_location, sports_school, health, point_of_interest, establishment",19.0235151,73.0988278,localisy020931,ChIJg2UNdy7p5zsRFH8AN5yQVTg,photos\localisy20604_1.jpg,,,,,Entertainment & Leisure,Swimming Pools,Kamothe
NVM IT SOLUTIONS,"Shop No. 4, Shivganga Apt, Plot No.107-108, Sector 34, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9326555038,5,48,"service, point_of_interest, establishment",19.0203314,73.086066,localisy020932,ChIJe0rK0lI4NY4RqqvZmwNUHts,photos\localisy08085_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
Arachnomesh Technologies Pvt Ltd,"B-Wing, Hiranandani Crystal Plaza, PF-43, Sector 7, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,4.2,19,"point_of_interest, establishment",19.0335856,73.06563969999999,localisy020933,ChIJP2lZpE3B5zsRx7L2w784XBA,,,,,,Digital & Technology,Software Companies,Kamothe
spyn PRO,"Atzos Ventures Private Limited, Jawahar Co-op Ind, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9819776699,4.8,39,"point_of_interest, establishment",19.0195132,73.1021706,localisy020934,ChIJf2Fq3jTC5zsRzEffgj8n2sU,photos\localisy08229_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
NAK Allied Software Solution,"Royal Heights, Plot no 198/199, Shop no 7, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9021552902,,,"corporate_office, point_of_interest, establishment",19.0139887,73.0975278,localisy020935,ChIJlQP3Ci3p5zsRbIvkCXAEhjw,photos\localisy20690_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
Shree Swami Samarth IT & Infra Cloud Solutions,"Sapphire CHS, B602, near Western Hills High School, Phase II, Sector 22, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9326251792,5,4,"service, point_of_interest, establishment",19.0129917,73.10174289999999,localisy020936,ChIJ1y3v7ELp5zsRdTXxy7S1c7M,photos\localisy20693_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
Yellow Umbrella Services Pvt Ltd - Kamothe,"kamothe, No 2, Sahil Exotica, Plot number 63, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8657501999,4.4,13,"marketing_consultant, consultant, service, point_of_interest, establishment",19.0213313,73.0879808,localisy020937,ChIJ-x6cNVDD5zsR3-0KjF9oTjE,photos\localisy20697_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
Innovative Vision Studio,"SEC 05, PLOT 31, AVISHKAAR VISTA, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8879831993,,,"point_of_interest, establishment",19.0226281,73.09165829999999,localisy020938,ChIJ_____9bp5zsRt6TjU0l5Ajw,photos\localisy20700_1.jpg,,,,,Digital & Technology,Software Companies,Kamothe
"Best Web Hosting & Website Design Company in Kamothe, Panvel","ANIRUDDHA ENCLAVE, Plot no 10, सेक्टर-25, कामोठे, पनवेल, महाराष्ट्र 410206, India",,Panvel,Panvel,Maharashtra,410206,7738491546,5,1,"manufacturer, doctor, health, service, point_of_interest, establishment",19.0102112,73.10204259999999,localisy020939,ChIJuwk4XYrp5zsRaNLSsnDbP4g,,,,,,Digital & Technology,Web Development,Kamothe
WETFY Brand Solutions Pvt. Ltd.,"A3, Ahinsa CHS Ltd, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7715896615,5,4,"service, point_of_interest, establishment",19.0134407,73.08794859999999,localisy020940,ChIJh7dhiyvG5zsR3nIj1NSR8Z8,photos\localisy20745_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Ecommerce website designing- Kamothe,"Naramada CHS, Sector 19, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"service, point_of_interest, establishment",19.012943,73.0919005,localisy020941,ChIJU-aTEPXp5zsRr--B6UwhaUo,photos\localisy20751_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Vivek Techno Solutions,"Sector 19, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8459725500,5,5,"point_of_interest, service, establishment",19.013006999999998,73.0925443,localisy020942,ChIJUypD9y_p5zsRGYg0dwbBdws,photos\localisy20754_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Aapla StartUp,"Shop no. 54, Jay Ganesh Building, Plot 34, Sector 36, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,2,"point_of_interest, service, establishment",19.025882,73.0901501,localisy020943,ChIJMU7-n_jp5zsRqe-D24rRep4,photos\localisy08009_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Rapid Web Studio,"Sector 20, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9029265650,,,"point_of_interest, service, establishment",19.015592899999998,73.0959323,localisy020944,ChIJdWioSvTp5zsRdxJSFBC_65w,,,,,,Digital & Technology,Web Development,Kamothe
DigiMumbai,"Mayur Park CHS, Sector No-36, Plot No- 1 & 22, Opposite Kamothe Police Station, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Kamothe, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9619621044,4.6,5,"point_of_interest, service, establishment",19.023409,73.0897,localisy020945,ChIJx96Kltfp5zsRPc0NEnCgEjk,photos\localisy20763_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Eden Web Design,"Plot 8 and 8A, Roadpali, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,1,"point_of_interest, service, establishment",19.0205438,73.08868919999999,localisy020946,ChIJEQadGIfUJC8RCPNjV2_xM7Y,photos\localisy20764_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Woobblr Technologies Private Limited,"Plot No. B-17, Vision CHS, B-403, Khanda Colony, Sector 7, New Panvel East, W, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9029668938,5,3,"manufacturer, point_of_interest, service, establishment",19.011319399999998,73.1129168,localisy020947,ChIJby68Unfp5zsR8qMqU5UnVGo,photos\localisy07979_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
TECHNOSYS,"Raven Home, Plot- 36, Sector- 21 Kamothe, Sector 21, Khandeshwar, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9320207744,4.5,4,"consultant, point_of_interest, service, establishment",19.0134881,73.0988842,localisy020948,ChIJF_l5Ic3p5zsRG8MIq2Fvt7M,photos\localisy20774_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
Neelam Enterprise,"Pushpa-Sandip hsg, Plot 2, Sector 9, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7506985539,5,3,"marketing_consultant, consultant, point_of_interest, service, establishment",19.0200434,73.09423819999999,localisy020949,ChIJweJvWtHp5zsRHOWf50p-lUw,photos\localisy20785_1.jpg,,,,,Digital & Technology,Web Development,Kamothe
huddle,"Greenscape Royale, Plot no-25, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8850018294,5,7,"service, point_of_interest, establishment",19.0238092,73.0923468,localisy020950,ChIJ48bCslLp5zsRx1gLzZIYVdM,photos\localisy08060_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Neptune Marketing,"Shop No. 2, Shree Dharti Enclave, Plot No. 53, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9222310320,5,3,"point_of_interest, service, establishment",19.0246465,73.0887173,localisy020951,ChIJAbLdLtXp5zsRowAcZGSvGhQ,photos\localisy20823_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Build Your Brand,"Ruby 201, PRATIK GEMS, Plot 10 & 11, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8902148526,5,8,"point_of_interest, service, establishment",19.022784899999998,73.0891534,localisy020952,ChIJS6xD8bmBOiUR2pF2t3sQraE,photos\localisy20826_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Growthmint Digital Marketing Academy,"Shop no. 08, Hari heritage chs, Phase II, Sector 22, Kamothe, Panvel, Khandeshwar, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"point_of_interest, establishment",19.0129099,73.1018386,localisy020953,ChIJN6Inde3p5zsRkuMwu9I3io0,,,,,,Digital & Technology,Digital Marketing,Kamothe
Brandhive360,"Gangotri, Shop 2, Infront of, state Bank of india, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9326025323,5,9,"service, point_of_interest, establishment",19.0132467,73.0966208,localisy020954,ChIJI5O6RLy2HSYRtczlI8TOzz8,photos\localisy20833_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Enlight Sales,"Sector 19, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9552944982,4.7,3,"service, point_of_interest, establishment",19.0137294,73.0930297,localisy020955,ChIJherMGBPp5zsRYnD1b8azmbY,photos\localisy20835_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
The Artline Media,"Vista Avenue Cooperative Housing Society Limited, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9359873438,5,10,"service, point_of_interest, establishment",19.0206678,73.0861382,localisy020956,ChIJsf_yRKDp5zsRA23_gsrnGdc,photos\localisy20837_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Infinity Marketing,"Patel Palace, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9172010203,4.7,12,"clothing_store, market, service, wholesaler, store, point_of_interest, establishment",19.012807199999997,73.0883423,localisy020957,ChIJdUtHrSro5zsRyt7Wbfa0DRI,photos\localisy20839_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
Brandbase MediaTech Services,"E203, Neel Lake View New Panvel West, BLOCK-C, NEELS LAKE VIEW, Sector - 6, Khanda Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8369897465,5,8,"service, point_of_interest, establishment",19.0112962,73.10987329999999,localisy020958,ChIJo8hFLvPp5zsRlRpICHs4vxg,photos\localisy08048_1.jpg,,,,,Digital & Technology,Digital Marketing,Kamothe
digital marketing agency,"Office No.5, Akshar, Plot No.29, Sector-25, Kamothe, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8850937850,5,1,"apartment_building, service, point_of_interest, establishment",19.0097082,73.09950309999999,localisy020959,ChIJJ5B5YX3p5zsRSVvmKE2T7xo,,,,,,Digital & Technology,Digital Marketing,Kamothe
Ananya IT Solution,"Mahalaxmi Mall, Shop No 101 ,1st Floor, Plot no. 8, 8B, Sector 35, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,3.4,12,"store, point_of_interest, establishment",19.0215012,73.0895767,localisy020960,ChIJEwCPS9bp5zsRr3SdfexbLFU,photos\localisy20858_1.jpg,,,,,Digital & Technology,IT Services,Kamothe
3J Global Services Pvt Ltd,"Office No. 1&2, LAXMI AASHIRWAD, Plot 23, Sector-25, Kamothe, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.6,31,"point_of_interest, service, establishment",19.009871699999998,73.1004292,localisy020961,ChIJjTMfewDp5zsRt3FraieZTj8,photos\localisy20859_1.jpg,,,,,Digital & Technology,IT Services,Kamothe
