Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Prime Care 360,"Shop no. 12 to 17, NEELKANTH RESIDENCY, Plot No 2A, Sector-46/A, Sector 46, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8400003934,4.8,1128,"doctor, medical_clinic, health, point_of_interest, establishment",19.0110708,73.0135038,localisy005981,ChIJL2wUUfbD5zsRwk29b1QlTCg,photos\localisy09826_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Shree Krishna Clinic / Dr. Pravin Shete,"Flat No 01, New Happy Home CHS Ltd., Plot No 03, Sector-48, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8779774977,5,28,"medical_clinic, health, point_of_interest, establishment",19.014375899999997,73.0160124,localisy005982,ChIJZTUU1VXD5zsRa7lmTVUJdS0,photos\localisy09828_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Nirmin Superspeciality Clinic- Dr Deepti Gupta and Dr Deepakkumar Gupta,"Shop No. 2, Shreeji Darshan Society, Seawoods West, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8108598633,5,16,"medical_clinic, doctor, health, point_of_interest, establishment",19.0200842,73.0165121,localisy005983,ChIJXwYzcRnD5zsRYC6va8clnQA,photos\localisy09830_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Prime Care Speciality Clinic,"Shop no 5 and 6, keystone solista, Plot no 6, near Don bosco school, Seawoods West, Sector 38, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9321568478,4.9,334,"doctor, consultant, medical_clinic, health, service, point_of_interest, establishment",19.0173398,73.0136819,localisy005984,ChIJAQi8IcnD5zsR-VfWxBSJ2Mg,photos\localisy09831_1.jpg,,,,,Health & Medical,Clinics,Seawoods
"Dr. Sanita's Ananya Women's Clinic, Best Obstetrician & Gynaecologist in Seawoods, Navi Mumbai | Maternity | Abortion Clinic","Shop No. 8, Shree Om Sadguru CHS, Plot No. 122, New Sector-50, Sector 50, Nerul, New) Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,7208644271,5,110,"doctor, hospital, medical_clinic, health, service, point_of_interest, establishment",19.0119188,73.0234878,localisy005985,ChIJw0nd36vD5zsRF3K1vlM_BpA,photos\localisy09832_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Dr. Mahesh,"Office No 3,Shri Ramkrishna CHS gate, Sector 40, Nerul, opposite to Grand Central Mall, Seawoods West, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9320404477,4.8,398,"doctor, medical_clinic, health, point_of_interest, establishment",19.0209308,73.0173428,localisy005986,ChIJzaQQkbnD5zsRXXwS97m33Rw,photos\localisy09833_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Healing Hands Piles and Fistula Clinic,"Shop No. 5, Healing Hands Clinic, Gahlot Majesty, Palm Beach Rd, Sector-46/A, Sector 46, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8888166667,4.7,817,"hospital, doctor, medical_clinic, health, service, point_of_interest, establishment",19.010168699999998,73.0124337,localisy005987,ChIJJdXRv57D5zsRerHzn7pWwLg,photos\localisy09835_1.jpg,,,,,Health & Medical,Clinics,Seawoods
"Dr. Nilima Pawar Physician in Seawood, Navi Mumbai","Dr Pawars Healthcare centre, Tricity Palacio, opposite Don Bosco school, Seawoods West, Sector 38, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,,4.7,33,"medical_center, doctor, hospital, consultant, health, local_government_office, government_office, service, point_of_interest, establishment",19.0175595,73.01396729999999,localisy005988,ChIJKQPUzvPD5zsR9-yxbpW9dS8,photos\localisy09836_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Dr Nehal,"Healing Hands Clinic, Gahlot Majesty, Plot No. 5, Palm Beach Rd, near Andhra Bank, Sector-46/A, Sector 46, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8888166667,4.9,177,"doctor, health, point_of_interest, establishment",19.010360199999997,73.0128197,localisy005989,ChIJ55yGwJ7D5zsRaIkYTfwU1eo,photos\localisy09837_1.jpg,,,,,Health & Medical,Clinics,Seawoods
CORNERSTONE,"Shop no.2, plot no. 31, Seawoods West, Sector 42A, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,7984960730,4.9,30,"doctor, medical_clinic, health, point_of_interest, establishment",19.016164399999997,73.01641479999999,localisy005990,ChIJgQRRSQTD5zsRT6wvbhK79GM,photos\localisy09838_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Shivangi Clinic : Dr. Tripti Dubey Yadav,"Shivangi Clinic First Floor, Unit No.1, A-Wing Olive Complex CHS Plot No 44, Sec. 42 On Seawoods Rly. Stn.-D'Mart Road opp Grand Central Mall, Nerul, Seawoods West, West, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9892450906,4.6,321,"doctor, health, point_of_interest, establishment",19.019875799999998,73.01685839999999,localisy005991,ChIJY9MRfL3D5zsRZQtWp2pCv5Y,photos\localisy09839_1.jpg,,,,,Health & Medical,Clinics,Seawoods
SHREYAS HEALTHCARE AND DIGNOSTIC CENTRE,"SHOP NO 2, PLOT 52, MILLENIUM TOWER, OLD, Sector 50, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9699636264,4.5,8,"doctor, health, point_of_interest, establishment",19.010832999999998,73.0166008,localisy005992,ChIJDQHfwV7D5zsRfCL78LV_CBo,photos\localisy09840_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Sneh Maternity and Women's Health Clinic - Dr Dipti Mulay,"Shop no 1, Radha Krishan CHS Plot no 2 A, Sector 42 A, Seawoods West, Nerul West, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8591285534,4.9,235,"doctor, health, point_of_interest, establishment",19.0160369,73.0147482,localisy005993,ChIJLUPONPnD5zsRRm1yISgHiHI,photos\localisy09841_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Dr. Rahul's Clinic,"Sector, 40 F605, Tower, Grand Central Mall, 2, Seawood Fountain, Nerul East, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,7304142800,5,2,"medical_clinic, health, point_of_interest, establishment",19.021375,73.0189429,localisy005994,ChIJj3puAXLD5zsRc4LjP_0LrCs,photos\localisy09842_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Zenith Care Clinic,"Shop no. 25, Plot No. 70, Laxmi Icon CHS, Sector 44/A, Seawoods (W, Seawoods West, Sector 44A, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8169607528,4.8,496,"dental_clinic, medical_clinic, health, point_of_interest, establishment",19.0126678,73.0127401,localisy005995,ChIJJ1eT-OXD5zsRZRjsFBd5n0E,photos\localisy09843_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Aum Health and Wellness Advanced Physiotherapy Clinic,"Shop no10, Shreeji Seva, Plot no 42, Seawoods West, Sector 42, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8828000505,4.8,112,"physiotherapist, medical_center, doctor, hospital, consultant, medical_clinic, health, service, point_of_interest, establishment",19.020321499999998,73.0173289,localisy005996,ChIJq6qG2pfD5zsRD-9ulZbamag,photos\localisy04213_1.jpg,,,,,Health & Medical,Clinics,Seawoods
Health Plus,"A2, Shivputra Krupa CHS, plot no 46, Seawoods West, Sector 44A, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9082517939,5,51,"doctor, health, point_of_interest, establishment",19.013251,73.0114546,localisy005997,ChIJd5YRCQDD5zsRDD9Ocjxk7YM,photos\localisy09845_1.jpg,,,,,Health & Medical,Clinics,Seawoods
