Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
The Banyan Tree Learning Center,"Shop No. 11/12, Krishna Residency, Shilp Chowk, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9920917127,4.9,118,"educational_institution, point_of_interest, service, establishment",19.0483127,73.0703673,localisy002991,ChIJY-2hLhrC5zsRCc4IKKhRVpw,photos\localisy04348_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
Easy Learning Academy,"Seawoods West, Sector 44A, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8828235498,5,24,"school, educational_institution, point_of_interest, service, establishment",19.0127539,73.01212439999999,localisy002992,ChIJV9Q5FgvD5zsRKxUsV3Gi1X0,photos\localisy07729_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
Skill Up Study Abroad,"Office no 201 Plot 9, Shah Heritage Chs Limited Sec-42A, Seawoods West, W, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9820588082,4.9,29,"educational_institution, point_of_interest, consultant, service, establishment",19.0180643,73.0155067,localisy002993,ChIJQ0CdYx7D5zsRrLGWx1rZeLo,photos\localisy04228_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
Onboard Training Solutions - Phonics & Grammar Classes Nerul Navi Mumbai,"plot no 81, Ganapati Temple Lane, Near Daily Needs, Sector 16A, Panchratna Society, W, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9922122974,4.9,113,"educational_institution, point_of_interest, establishment",19.036540499999997,73.0119212,localisy002994,ChIJ-dmMVwvD5zsRUKSmIswFCnI,photos\localisy26638_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
Abacus & Vedic Maths,"plot no. B362, Manasi welfare society, 363, Belapur Village, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",,CBD Belapur,Navi Mumbai,Maharashtra,400614,9167636349,4.9,21,"point_of_interest, establishment",19.0123611,73.0325306,localisy002995,ChIJ7YGYgvfD5zsRO21PadBDNgU,,,,,,Education & Training,Language Classes,CBD Belapur
GW LEARNING ACADEMY,"Market, ONGC Colony, Sector 1, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",,CBD Belapur,Navi Mumbai,Maharashtra,400614,8655995544,5,3,"educational_institution, point_of_interest, establishment",19.028546199999997,73.03739809999999,localisy002996,ChIJUQBBofTD5zsR73aS819NO14,,,,,,Education & Training,Language Classes,CBD Belapur
Brainstar Institute,"Siddhivinayak Twins, Shop no.10 Near Malwan Tadka, Plot No.9, Sec 17, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8657723810,4.6,34,"educational_institution, point_of_interest, establishment",19.0386848,73.09537999999999,localisy002997,ChIJ_1FLL53p5zsR0knSThSoHA8,photos\localisy04313_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
"MUD BOX - Handwriting | Phonics | Reading | Memory | Tuition | Abacus | Summer Camp | Mid-Brain - Kharghar, Navi Mumbai","Shop No. 13, Best Kalara Complex, Prime Mall Ln, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9892708460,5,95,"summer_camp_organizer, child_care_agency, educational_institution, point_of_interest, service, establishment",19.0418471,73.064391,localisy002998,ChIJBYqKMBrC5zsR2lBitQNG3VA,photos\localisy17195_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
JAY Abacus Classes,"C-5-21, Sector 1A, CBD Belapur, Mumbai, Navi Mumbai, Maharashtra 400614, India",,CBD Belapur,Navi Mumbai,Maharashtra,400614,9561435660,5,1,"educational_institution, point_of_interest, establishment",19.0258212,73.0387521,localisy002999,ChIJK8MOQQDD5zsRYOd0_2s56oE,photos\localisy04241_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
The Phonics World - By Manisha Rekhi,"Shop No.11, Platinum Avior Chs Plot No.24, Sector 20, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,7506953202,5,19,"educational_institution, point_of_interest, establishment",19.0358624,73.09031590000001,localisy003000,ChIJyfnXQMbp5zsRupT1oMCiMVw,photos\localisy01523_1.jpg,,,,,Education & Training,Language Classes,CBD Belapur
Virtue computer institute,"Gokul anand bulding shop no. 3, 20 plot, F16, Belapur Village, Sector 19, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",,CBD Belapur,Navi Mumbai,Maharashtra,400614,7397947994,4.9,65,"point_of_interest, establishment",19.0140632,73.0335006,localisy003001,ChIJi9QTBWHD5zsR4RQgem99Jb8,photos\localisy04247_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
New Oxford Tech Computer Institute,"E-201/ 202, 2nd Floor, Nerul Station Complex, Above Union Bank, Nerul West, Station Road, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8879348347,4.9,733,"school, educational_institution, point_of_interest, establishment",19.0339015,73.017406,localisy003002,ChIJp92M5cHD5zsRX113LH5b1WM,photos\localisy17228_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
Maharashtra Computer Training Institute,"Shri Ayappa Niwas, opp. Gokhale School Lane, beside Khargharcha Raja Mandir, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8655556219,4.9,957,"point_of_interest, establishment",19.0410809,73.065551,localisy003003,ChIJ_cnhShbC5zsRY-OxF-fSVN4,photos\localisy04198_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
IIHT-Kharghar | AIIITS,"Office no.25, to, Railway station, opp. to railway station, opposite Subway, Sector 3, Belpada, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7666442227,4.5,1416,"local_government_office, government_office, health, point_of_interest, service, establishment",19.0269831,73.05718940000001,localisy003004,ChIJPZWtAkTC5zsRJQSQNiTpIMw,photos\localisy14163_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
"SPRK Technologies: IT, Full Stack, DSA, Data Analysis, AI, Software training institute in Kharghar, Navi Mumbai","Office no: 102-105, Royal Palace, Plot no-11, opposite to Glomax Mall, Sector 2, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9082572832,4.8,565,"point_of_interest, establishment",19.0305863,73.064733,localisy003005,ChIJEZNqyIfD5zsRR6OoUTANSbo,photos\localisy17232_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
"I Tech Computer Education - Graphic Design, VFX, Animation Courses | Institute | Classes in Nerul , Navi Mumbai","1st Floor, Nerul Railway Station Complex, G/101, above Monginis Cake Shop, Sector-20, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8425865060,4.6,475,"educational_institution, point_of_interest, service, establishment",19.033281199999998,73.0178414,localisy003006,ChIJt2QVJIPD5zsRFqnBn8AgRbU,photos\localisy17248_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
Unnati Computer Institute,"Shah Heritage CHS Ltd, Shop No 13 & 15 Sector No 42A, Plot No 9, opposite Dmart Seawoods, Seawoods West, Sector 42A, Seawoods, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9892771811,4.9,130,"educational_institution, point_of_interest, establishment",19.018349999999998,73.0153242,localisy003007,ChIJGQzDDCbD5zsRujePj5fl4vM,photos\localisy04255_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
Jyoti Typing Institute,"A/5-14, Sector 2, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",,CBD Belapur,Navi Mumbai,Maharashtra,400614,9833671686,4.5,46,"educational_institution, point_of_interest, establishment",19.0292484,73.0405353,localisy003008,ChIJs2P-KrXD5zsR2kQ20BJow0s,photos\localisy04258_1.jpg,,,,,Education & Training,Computer Training Institutes,CBD Belapur
