Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
NAKSHATRA MOBILE GALLERY ULWE,"Shop no.14, Astha Apartment, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7039971572,4.8,4,"cell_phone_store, store, point_of_interest, establishment",18.974895699999998,73.0284683,localisy017941,ChIJvzcMzTrD5zsReB68ji6H270,photos\localisy08074_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Shree chamunda mobile,"Shop no -05, plot no 124, Sector 05, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9602774959,4.7,41,"cell_phone_store, store, point_of_interest, establishment",18.9810662,73.02615829999999,localisy017942,ChIJmTD5om3D5zsRWjZnTdmXhUU,photos\localisy08075_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Mahadev mobile accessories,"Plot no 171, shop 05, Swara Recidency, Sector 20, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8779338721,4.9,18,"point_of_interest, service, establishment",18.9773914,73.0303611,localisy017943,ChIJt-9TdgDD5zsRawQ3xxLbzEE,photos\localisy08077_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Royal mobile,"Shop no. 10 plot no. 224 proviso corner bldg, node, Sector 23, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7304762495,4,4,"point_of_interest, establishment",18.978048299999998,73.0321539,localisy017944,ChIJ5wQY987D5zsR9HgUtchijl8,photos\localisy08078_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Mk mobile planet,"Shop no 4, divine solitaire, plot no 23, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8356855323,5,4,"cell_phone_store, store, point_of_interest, service, establishment",18.973728899999998,73.03037119999999,localisy017945,ChIJhxRGei7D5zsR9Ojsxhnj_7Y,photos\localisy08079_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Bhavani Mobile Point,"Shop no. 07, Plot no. 177, sector 09, Ulwe, Gavthan, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7300487587,5,43,"cell_phone_store, store, point_of_interest, establishment",18.9701265,73.0151578,localisy017946,ChIJy1LRYQDD5zsR6ht5au0QcAY,photos\localisy08080_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Shopaholic Mobile’s & More,"Shop No 2, Premier Plaza, Plot No 123, Sector 20, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9136362664,4.7,39,"point_of_interest, service, establishment",18.9780466,73.02917099999999,localisy017947,ChIJZ9WfOX3D5zsRVjsbtusxBg4,photos\localisy08082_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
S V Mobile Planet,"Shop Number 2 plot Number 191, Nandanvan Building, near Shagun Bus Stop, Sector 19, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9930712080,4.1,21,"point_of_interest, establishment",18.974602,73.028821,localisy017948,ChIJKRaVNCXD5zsRVwZlklb3Ryg,photos\localisy08083_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
Siddhivinayak Mobile Accessories,"Sai Ram Residency, Sector 24, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8286020548,5,4,"point_of_interest, establishment",18.9695607,73.032871,localisy017949,ChIJoYXs8C3D5zsROCi7Bf-82pg,,,,,,Shopping & Retail,Mobile Shops,Ulwe
New Royal Mobile Shop,"Shop No.6, Shankar Harmony, Sector 23, Ulwe, Wahal, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7599636488,4.9,14,"point_of_interest, establishment",18.977530599999998,73.0312306,localisy017950,ChIJyySqN73D5zsRXiY4b1hbXPk,photos\localisy08086_1.jpg,,,,,Shopping & Retail,Mobile Shops,Ulwe
