Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Visawa Hotel,"Shivaji Rd, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9820208868,4.1,833,"snack_bar, breakfast_restaurant, vegetarian_restaurant, meal_takeaway, indian_restaurant, restaurant, point_of_interest, food, establishment",18.9906774,73.1153367,localisy023921,ChIJ07wARGro5zsRcrGmNL2DBHI,photos\localisy05494_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Hotel Ratnadeep,"393, Old Station Rd, behind S.T. Depot, Lokmanya Nagar, Forest Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9987833539,3.6,55,"hotel, lodging, point_of_interest, establishment",18.990854700000003,73.1173288,localisy023922,ChIJYVoqimno5zsRRiJ8JMPTWRs,photos\localisy05496_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Hotel Vaibhav Lodging,"Plot No. 466, Market Yard Rd, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.8,152,"lodging, point_of_interest, establishment",18.981017299999998,73.1122491,localisy023923,ChIJr8CEWW3o5zsRA2dVtKSNWAY,photos\localisy05499_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Hotel Sameer Lodging & Boarding,"Plot Number 47, 48, 49, 50 Market Yard, Kalpataru Riverside Market Yard Rd, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.7,109,"hotel, lodging, point_of_interest, establishment",18.979796,73.11263749999999,localisy023924,ChIJg0wzbG3o5zsRdriwtiLRbNg,photos\localisy05500_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
OYO 3287 Hotel Mansarovar,"Plot No. 57-1, Bombay Pune Highway, Mansarovar Station Rd, Old Panvel, Panvel, Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.9,54,"hotel, motel, bed_and_breakfast, inn, guest_house, lodging, service, point_of_interest, establishment",18.9901598,73.1109525,localisy023925,ChIJBaJ-Htrp5zsRfvQwZIgfKRo,photos\localisy05501_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Shree Krishna Hotel,"Shop No 20, Charishma Corner, Railway Station, Forest Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9820590174,1,1,"point_of_interest, establishment",18.990895599999998,73.1201311,localisy023926,ChIJjY7MJWno5zsRTFuiy8dxCmM,,,,,,Travel & Hospitality,Hotels,Old Panvel
Payal Hotel Panvel,"Plot No. 143, Plot No. 143, MCCH Society, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7777031995,3.7,99,"hotel, lodging, point_of_interest, establishment",18.987735800000003,73.115113,localisy023927,ChIJC0D-r9bp5zsRi3MZOjS6UMY,photos\localisy05511_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Astrologer KL Sharma Vashikaran Specialist Black Magic Consultant Mumbai,"Plot No.278/6B Opposite Vijay Saw Mill Near Laxmi Eye Institute New, Uran Rd, Old Panvel, Panvel, Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4,3,"hotel, lodging, point_of_interest, establishment",18.98237,73.111645,localisy023928,ChIJzz7FCBXp5zsR55TQF40fduw,photos\localisy05512_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
OYO 1781 Hotel Panchratna,"MCCH Society St, MCCH Society, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.5,372,"hotel, guest_house, bed_and_breakfast, motel, inn, lodging, point_of_interest, service, establishment",18.9826916,73.1132145,localisy023929,ChIJPeh5tP3p5zsR6u_BmB4sVec,photos\localisy05514_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
Hotel Royal Treat,"175, Shivaji Rd, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8657081305,3.5,69,"hotel, lodging, point_of_interest, establishment",18.9906471,73.11533109999999,localisy023930,ChIJjXt4RGro5zsRLPgWkv5zvjg,photos\localisy05515_1.jpg,,,,,Travel & Hospitality,Hotels,Old Panvel
