Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Vision Care Optic,"Shop No 03, Shri Ganesh Mahima, plot no 58, Sector 6 Nerul Rd, Arunodaya Society, Sarsola Village, Sarsole, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,8655329366,4.8,31,"store, health, point_of_interest, service, establishment",19.0407594,73.013802,localisy008971,ChIJg1bYJ9rD5zsRHi-yhLvdlBg,photos\localisy19716_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Fazal Eye Clinic,"House No 3, Park View CHS, Nandanvan Society, Sector 17, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,,4.8,4,"doctor, medical_clinic, health, point_of_interest, establishment",19.0329499,73.0221978,localisy008972,ChIJlS3dCWnD5zsRVtdPXvd_PwI,photos\localisy19717_1.jpg,,,,,Health & Medical,Eye Care,Nerul
EYE LOOK OPTICS,"Shop no 3, Kumar Corner, behind D'MART, near ROYAL PUNJAB HOTEL, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9987388821,4.9,56,"store, health, point_of_interest, service, establishment",19.03081,73.0215972,localisy008973,ChIJ5WZVmMHD5zsREIwhyHjzDBY,photos\localisy19719_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Dr Priyanka Marathe,"Shop no.09, Twins Tower CHS, TWIN TOWER-1, 57, Raghunath Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9833982200,4.9,211,"doctor, medical_clinic, health, point_of_interest, establishment",19.0506961,73.073051,localisy008974,ChIJgR3utaPD5zsRIgMR07h0Cb4,photos\localisy10674_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Dr Sumita Karandikar,"22GC+Q2P, Ring Rd 5, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,,5,4,"doctor, health, point_of_interest, establishment",19.0270013,73.0200851,localisy008975,ChIJvY2aMQDD5zsRhb_zSFcOtCw,photos\localisy19728_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Dr. Shalini Kaul,"Ambika Shopping Centre, Kalyani Eye Hospital, Rajiv Gandhi Bridge, near Rajeev, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,,5,1,"doctor, health, point_of_interest, establishment",19.043189599999998,73.0150716,localisy008976,ChIJVVXlpufD5zsRDcRXNLjAXzI,,,,,,Health & Medical,Eye Care,Nerul
Patoria Patoria Patoria Patoria Clinic,"Plot no 301,Mahavir Niwas, Sector 21, Opposit Seawood Railway Station East, Shiv Prasad Society, Sector 18, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9821167418,5,1,"doctor, medical_clinic, health, point_of_interest, establishment",19.0347273,73.0110093,localisy008977,ChIJ9UERQRPD5zsRRixjRph0CoA,,,,,,Health & Medical,Eye Care,Nerul
"Raahi Drishti Kendra, Kalamboli, Navi Mumbai","24P4+27P, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,5,1,"medical_clinic, health, point_of_interest, establishment",19.0350835,73.1057069,localisy008978,ChIJVTS3fEfp5zsRYto31GdgdXk,photos\localisy00718_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Shree Vetoba Opticians,"Shop No.01, Durga Niwas, Railway Station, opposite Nerul Sector 20, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,9867220408,4.5,13,"store, health, point_of_interest, service, establishment",19.0354405,73.01712289999999,localisy008979,ChIJ_6v5BsLD5zsRIDt6QhpRBRI,photos\localisy19741_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Eyegenics Vision Care Eye Care Centre,"Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,9284979660,5,253,"doctor, store, medical_clinic, health, point_of_interest, service, establishment",19.0714525,73.1021458,localisy008980,ChIJZ1Z57Hvr5zsRphZyUaScJPA,photos\localisy00720_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Tirupati eye care centre Kamothe,"Tirupati Complex, next to PMC bank, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.4,21,"medical_clinic, health, point_of_interest, establishment",19.0239078,73.0912566,localisy008981,ChIJjavAqHjp5zsR5X161sfuPZ4,photos\localisy00682_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Saarth Netralay,"1st Floor, D Mart Rd, Sector 15, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8425958986,4.8,107,"medical_clinic, health, point_of_interest, establishment",19.043215099999998,73.0779889,localisy008982,ChIJzfE_LJ3D5zsRUlQGad4UMG0,photos\localisy13738_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Park Clinic,"18, Lane Number 1, Nandanvan Society, Sector 17, Nerul, Navi Mumbai, Maharashtra 400706, India",,Nerul,Navi Mumbai,Maharashtra,400706,,,,"medical_clinic, health, point_of_interest, establishment",19.0331671,73.0219534,localisy008983,ChIJtVYvGn_D5zsR1oSzU7oy9QU,photos\localisy19747_1.jpg,,,,,Health & Medical,Eye Care,Nerul
Raj Eye Care,"Shop no. 9, Prizam Heights, sector 18, Pendhar Metro station, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,7208090111,5,14,"store, medical_clinic, health, point_of_interest, service, establishment",19.0712541,73.0973329,localisy008984,ChIJFZBe4yzr5zsRSIYLo9zskHA,photos\localisy13741_1.jpg,,,,,Health & Medical,Eye Care,Nerul
