Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category
Aadhar Centre,"Shop No -06, Jumma Villa, MG Rd, Kacchi Mohalla, Old Panvel, Panvel, Maharashtra 410206, India",Kacchi Mohalla,Panvel,Navi Mumbai,Maharashtra,410206,+91 86573 68455,5.0,2.0,"point_of_interest, establishment",18.988198,73.1058673,localisy11588,ChIJ1bx1UYfp5zsRXMSWWO9m79g,photos\localisy08500_1.jpg,,,,,Aadhar Enrollment Centers
Aadhar Seva Center,"Shop No 1 Phadke, Natya Gruh, Road, Old Panvel, Panvel, Maharashtra 410206, India",Road,Panvel,Navi Mumbai,Maharashtra,410206,,1.0,4.0,"government_office, point_of_interest, establishment",18.9873531,73.11035749999999,localisy11592,ChIJ5Znh1I3p5zsRjaL6_4AK3_s,photos\localisy08505_1.jpg,,,,,Aadhar Enrollment Centers
AADHAR,"JK Plaza, OPPOSITE DURGAMATA MANDIR, SHIVAJI CHOWK, Panvel, JK Plaza, MTNL Rd, Old Panvel, Panvel, Maharashtra 410206, India",MTNL Rd,Panvel,Navi Mumbai,Maharashtra,410206,+91 81083 90511,4.0,9.0,"medical_clinic, health, point_of_interest, establishment",18.986825,73.112415,localisy11600,ChIJB6riW2vo5zsRoaYrSDKRYCo,photos\localisy08510_1.jpg,,,,,Aadhar Enrollment Centers
Aadhaar Centre,"Plot No. 19, Kamothe Marg, Shalome CHS, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Navi Mumbai,Maharashtra,410209,,2.3,3.0,"point_of_interest, establishment",19.0233683,73.0926583,localisy11656,ChIJUQuzEwDp5zsRLkLZ8zM2hC0,,,,,,Aadhar Enrollment Centers
H.S.P. Documentations and Co.,"Shop No. 1, H.No. 1266, near Owe Jama Masjid, Owe Gaon, Sector 30, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 98190 79426,5.0,30.0,"point_of_interest, establishment",19.0667364,73.0718873,localisy11659,ChIJBYpcAdvB5zsRKEw3R-stYDg,photos\localisy08597_1.jpg,,,,,Aadhar Enrollment Centers
MUSKAN.COM,"KL4, Building No 90/4, beside of Neelkanth Medical, near Post Office/ Fire Brigade, Railway Quarters, Sector 4E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4E,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 79779 66098,5.0,72.0,"insurance_agency, point_of_interest, service, establishment",19.0284442,73.1046738,localisy11660,ChIJ3x_yzqrp5zsRJAw4NTbU1Rk,photos\localisy18562_1.jpg,,,,,Aadhar Enrollment Centers
ADHAR CARD CENTER / SHRADDHA GRAHAK SEVA KENDRA,"1 SHOP NO G, LIG, 50, Sector 3, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 90049 43760,4.6,98.0,"point_of_interest, establishment",19.0264177,73.0983596,localisy17071,ChIJk1_PAYG_5zsRnTpCubyY07U,photos\localisy08493_1.jpg,,,,,Aadhar Enrollment Centers
Om Sairam Enterprises kharghar - E-registration,"Haware GULMOHAR, Shop no 6 Plot no 52-56, Haware Splendor, Service Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Navi Mumbai,Maharashtra,410210,+91 98211 15777,3.9,126.0,"travel_agency, transportation_service, association_or_organization, consultant, local_government_office, government_office, service, point_of_interest, establishment",19.0509501,73.0743888,localisy17072,ChIJ__9vZRvC5zsRiZSlCaFFPek,photos\localisy18547_1.jpg,,,,,Aadhar Enrollment Centers
Anytime Digital eService,"Office No 116, plots no, Agrawal Trade Center, 62, Shahbaz Village, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 83697 71659,3.7,3.0,"internet_cafe, service, point_of_interest, establishment",19.0149869,73.0383365,localisy17073,ChIJmaJJQ_vD5zsRfIdADtFaxr4,photos\localisy17637_1.jpg,,,,,Aadhar Enrollment Centers
Swami CSC Centre,"Navgharkul CHS, Seawoods West, Sector 48-A, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 48-A,Seawoods,Navi Mumbai,Maharashtra,400706,+91 98201 05342,4.9,9.0,"consultant, service, point_of_interest, establishment",19.0142935,73.01741969999999,localisy17074,ChIJO-RidADD5zsRajoZRp4zUUg,photos\localisy17639_1.jpg,,,,,Aadhar Enrollment Centers
"Online Suvidha Kendra, Maha E Seva Kendra Sector 10 Nerul","NL - 1 Type, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 10,Nerul,Navi Mumbai,Maharashtra,400706,+91 70213 00167,4.6,9.0,"association_or_organization, point_of_interest, establishment",19.0389512,73.0173211,localisy17078,ChIJT1zbG8DD5zsR3y0G2iIOw-U,photos\localisy17649_1.jpg,,,,,Aadhar Enrollment Centers
Aadhar Kendra,"Shop no. 16, Arm Enclave Apartment, Plot No. 11, Navrang Rd, Sector 7, Kharghar, Panvel, Maharashtra 410210, India",Sector 7,Kharghar,Navi Mumbai,Maharashtra,410210,,1.9,44.0,"point_of_interest, establishment",19.0363002,73.0642087,localisy17079,ChIJYwqqBTHD5zsRKE-fP2V8MLo,photos\localisy18535_1.jpg,,,,,Aadhar Enrollment Centers
AAdhar Card Update Centre And Other Govt Doc Related Work,"Shop No 01, SHIVAM APARTMENT CHS, Plot No 48, KAMOTHE, Moral Villa Society, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Navi Mumbai,Maharashtra,410209,+91 81693 42497,3.5,8.0,"point_of_interest, establishment",19.0138464,73.090557,localisy17082,ChIJLQPuNGfp5zsR61oUEBO-spM,photos\localisy08506_1.jpg,,,,,Aadhar Enrollment Centers
Hi-TECH online services,"G-107 FIRST FLOOR, Nerul East, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,,3.7,3.0,"service, association_or_organization, point_of_interest, establishment",19.033277,73.018074,localisy17083,ChIJV6hhRu7D5zsRKLcn7cmMEl4,photos\localisy17657_1.jpg,,,,,Aadhar Enrollment Centers
SADGURU MAHA E-SEVA KENDRA AND ADHAR,"Shop No.01, SHIVAM APARTMENT CHS, PLOT NO.48, Moral Villa Society, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Navi Mumbai,Maharashtra,410209,+91 81693 42497,3.9,28.0,"point_of_interest, establishment",19.013888,73.09055769999999,localisy17084,ChIJzQZ2dtnp5zsRFKMCcrNE-EQ,photos\localisy08498_1.jpg,,,,,Aadhar Enrollment Centers
Siddhivinayak Services,"F202, Nerul Station, Station Road, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,,1.0,1.0,"employment_agency, government_office, service, point_of_interest, establishment",19.03334,73.01769,localisy17085,ChIJQSRQw8HD5zsR8yuT2Sixrrw,,,,,,Aadhar Enrollment Centers
Aadhar Kendra Petali Taloja,"33JV+GGF, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Navi Mumbai,Maharashtra,410208,,2.4,37.0,"government_office, point_of_interest, establishment",19.0813108,73.09378219999999,localisy17086,ChIJTWohGkrr5zsRwHN95Mbq5eg,photos\localisy08512_1.jpg,,,,,Aadhar Enrollment Centers
Aadhar Clinic,"Shop No-8, Classics Residency Co-Operative Housing Society, Classics Residency, Plot No-32, Krishna Changa Naik Marg, Seawoods West, Sector 42A, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 42A,Seawoods,Navi Mumbai,Maharashtra,400706,+91 98507 98733,1.0,1.0,"medical_clinic, health, point_of_interest, establishment",19.0161582,73.0160369,localisy17088,ChIJSyEYbZjD5zsRK59ZnScizKE,,,,,,Aadhar Enrollment Centers
Adhar Seva Kendra,"Plot No 891, Kudupada, khudipada Gaon, Panvel, Maharashtra 410218, India",Kudupada,Panvel,Navi Mumbai,Maharashtra,410206,+91 77383 19028,,,"point_of_interest, establishment",19.040056,73.1060202,localisy17090,ChIJV_xdJVLp5zsRAKQGUm1Kmhs,,,,,,Aadhar Enrollment Centers
Aple Sarkar Seva Kendra CSC,"CHS, SHOP NO-24, PLOT NO -04, near MAHARASHTRA SCHOOL AND RAW STAR PRINTING, Sector 13, Kalamboli, Panvel, Maharashtra 410218, India",Sector 13,Kalamboli,Navi Mumbai,Maharashtra,410218,,2.8,9.0,"government_office, point_of_interest, establishment",19.0352879,73.09999069999999,localisy17093,ChIJOwYkJubp5zsRaoDwLRc5nU8,,,,,,Aadhar Enrollment Centers
AKSHAT ENTERPRISES (CSC & Mahaonline Center),"Shop no 32, Greenscape Royal Building, plot no 25, near MNR School, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Navi Mumbai,Maharashtra,410209,,4.1,9.0,"service, association_or_organization, point_of_interest, establishment",19.0233972,73.0925523,localisy17095,ChIJ1c6rrfTr5zsRJXt9ec3LHac,,,,,,Aadhar Enrollment Centers
Shree Jyotirling Maha E Seva Kendra,"Shop No - 05, Shivneri CHS, Plot No - 12, Sector - 05, Kamothe, Panvel, Maharashtra 410209, India",Sector - 05,Kamothe,Navi Mumbai,Maharashtra,410209,+91 91366 67743,4.1,16.0,"service, association_or_organization, point_of_interest, establishment",19.0216292,73.0954704,localisy17099,ChIJ54FB4fDp5zsRl9fEBc9Uxjg,,,,,,Aadhar Enrollment Centers
"Soham.com, Aadhar centre","1, Hanuman Mandir Rd, Sector 3, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3,Kalamboli,Navi Mumbai,Maharashtra,410218,,4.2,10.0,"point_of_interest, establishment",19.0264638,73.0986027,localisy17100,ChIJrT5VNITp5zsRaabzaOTFPdQ,,,,,,Aadhar Enrollment Centers
Department of Post - Aadhaar Centre,"X4WF+M6P, Sector 19, New Panvel East, Panvel, Maharashtra 410206, India",Sector 19,Panvel,Navi Mumbai,Maharashtra,410206,,,,"point_of_interest, establishment",18.996722,73.123063,localisy17479,ChIJ5bxqLUPo5zsRjKQYbXUwp0k,,,,,,Aadhar Enrollment Centers
Aadhar Enterprises,"Melody Tower, Sector 15A, New Panvel East, Panvel, Maharashtra 410206, India",Sector 15A,Panvel,Navi Mumbai,Maharashtra,410206,+91 84337 37026,3.1,18.0,"service, point_of_interest, establishment",18.9906758,73.1246534,localisy17480,ChIJ_8FryGfo5zsR3miXP5zfrAc,,,,,,Aadhar Enrollment Centers
Arhan Pan Card Centre,"Shop 13, Sneh Sadan, Backside of S N Electronics, RG Gadkari Rd, Old Panvel, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Navi Mumbai,Maharashtra,410206,+91 82868 42226,4.4,38.0,"point_of_interest, establishment",18.9891419,73.1123672,localisy17483,ChIJrcg_FCbp5zsROSQViWT8abI,photos\localisy18539_1.jpg,,,,,Aadhar Enrollment Centers
E- REGISTRATION PANVEL,"2446+MVQ, Khanda Colony, Sector 9, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Navi Mumbai,Maharashtra,410206,+91 92227 77557,5.0,1.0,"internet_cafe, service, point_of_interest, establishment",19.0067008,73.1122441,localisy17485,ChIJC_PmXADp5zsR55cImb2zN-0,photos\localisy18545_1.jpg,,,,,Aadhar Enrollment Centers
BSNL Raigad SSA/ Customer Service Center,"Sector : 13, Near CIDCO Park, X4WG+J24, 11, Sector 13, New Panvel East, Panvel, Maharashtra 410206, India",Sector 13,Panvel,Navi Mumbai,Maharashtra,410206,,4.0,354.0,"point_of_interest, establishment",18.9965794,73.1249565,localisy17486,ChIJ3XBg4Vzo5zsRZsmJZfK3bLQ,photos\localisy18548_1.jpg,,,,,Aadhar Enrollment Centers
Orient Maha E Seva Kendra,"Agari, building, Samaj Kalyan Hall Rd, near S.T.Depot, Sector 15, Kamothe, Panvel, Maharashtra 410209, India",Sector 15,Kamothe,Navi Mumbai,Maharashtra,410209,,3.2,9.0,"point_of_interest, establishment",19.0177373,73.0935327,localisy17487,ChIJd8Uwk2ro5zsRzufpk9MFH-0,,,,,,Aadhar Enrollment Centers
Atharva Multi Services,"Shop No-06, Jupiter Plaza, Plot No-413/1/C, Takka Rd, next to Bharat Petroleum Station, Old Panvel, Panvel, Maharashtra 410206, India",next to Bharat Petroleum Station,Panvel,Navi Mumbai,Maharashtra,410206,+91 98197 22127,5.0,6.0,"local_government_office, accounting, government_office, finance, point_of_interest, service, establishment",18.9869172,73.11925889999999,localisy17488,ChIJdX-iy9Lp5zsR9rEnD1jJyQc,photos\localisy18553_1.jpg,,,,,Aadhar Enrollment Centers
Pradeep E-Bill Service,"Shop No 1, Sector 14, E1Type, Banthiya Highschool Road, near Dr. Jain Clinic, Sector 13, New Panvel East, Panvel, Maharashtra 410206, India",Sector 13,Panvel,Navi Mumbai,Maharashtra,410206,+91 86522 11008,,,"point_of_interest, establishment",18.9950152,73.12565289999999,localisy17494,ChIJyYHXJ1bp5zsROIuS3lQrHjM,photos\localisy18568_1.jpg,,,,,Aadhar Enrollment Centers
Good Ac repairing & installation in kalamboli,"Lig-1/A, secter-2, r no A/54 kalamboli, Tal-Panvel, dist, Hanuman Mandir Rd, Khidukpada, Kalamboli, Panvel, Maharashtra 410218, India",Khidukpada,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 99878 78411,5.0,4.0,"point_of_interest, service, establishment",19.0270235,73.0982617,localisy01705,ChIJq88Eyxfp5zsR-NcjwD0oX-c,photos\localisy00874_1.jpg,,,,,AC Repair
S.P Enterprise ( AC SPAIR PARTS Sales and Service ),"Shop no B 08, modern Classic, police's station, Plot no 139, near kalamboli, Sector 1, Kalamboli, Panvel, Maharashtra 410218, India",Sector 1,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 90291 33386,4.9,193.0,"store, point_of_interest, establishment",19.024302,73.1036891,localisy01709,ChIJeWXcNajp5zsRomgZO1vrsBw,photos\localisy00875_1.jpg,,,,,AC Repair
Prajapati electronics,"new, near Maharashtra school, Sector 12, Kalamboli, Panvel, Maharashtra 410218, India",Sector 12,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 93728 83908,5.0,3.0,"general_contractor, point_of_interest, service, establishment",19.0352416,73.09982769999999,localisy01713,ChIJC1v3n4jp5zsRm6CCOLHWECY,photos\localisy12181_1.jpg,,,,,AC Repair
Air Tech Service,"Kl-4, Room NO.08, Building No 15, Sec - 4E, Sector 16, Sector 2, Kalamboli, Panvel, Maharashtra 410218, India",Sector 2,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 99677 45759,4.9,7.0,"point_of_interest, establishment",19.0271025,73.0993453,localisy01718,ChIJdaNkIqTp5zsR5-CjKLfivR0,photos\localisy00880_1.jpg,,,,,AC Repair
Mukesh Kumar Ac Repair,"Shop No.1 Kherupada Steel Market, Taloja Road, opp. Mahadev Mandir, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Navi Mumbai,Maharashtra,410218,+91 74609 78750,,,"store, point_of_interest, establishment",19.0440589,73.1037556,localisy01727,ChIJkUtmkyDp5zsRd1ope47y76g,,,,,,AC Repair
Lloyd A/c & refrigeration services Pvt limited,"Tulsivan CHS, Plot no-11&18, Vaishakh Marg, Sector 4, New Panvel East, Panvel, Maharashtra 410206, India",Sector 4,Panvel,Navi Mumbai,Maharashtra,410206,+91 93237 89575,4.9,494.0,"point_of_interest, service, establishment",19.00235,73.1176953,localisy03607,ChIJD9eQiX3p5zsR-Kgs0-KXuJ8,photos\localisy02132_1.jpg,,,,,AC Repair
Jadhav AC Servicing & Engineering,"Takka Rd, Old Panvel, Panvel, Maharashtra 410206, India",Takka Rd,Panvel,Navi Mumbai,Maharashtra,410206,+91 74002 26377,4.6,9.0,"point_of_interest, service, establishment",18.980688,73.115922,localisy03612,ChIJX9qwGFnp5zsRinebkJS4I3o,photos\localisy02137_1.jpg,,,,,AC Repair
Moon Cooling service,"Shop no 1, Plot 126, Yash pornama, Sector-9, New Panvel East, Panvel, Maharashtra 410206, India",Sector-9,Panvel,Navi Mumbai,Maharashtra,410206,+91 82914 75313,4.6,46.0,"service, point_of_interest, establishment",19.0035259,73.1250695,localisy03633,ChIJ9ewFLePp5zsRGD4rL_9c62E,photos\localisy02156_1.jpg,,,,,AC Repair
Noman AC Spare Parts and Services,"Shop No. 3, Dhanlaxmi Apartment, plot No. 92, nr. DAV public school, Sector-9, New Panvel East, Panvel, Maharashtra 410206, India",Sector-9,Panvel,Navi Mumbai,Maharashtra,410206,+91 97686 55492,5.0,39.0,"service, point_of_interest, establishment",19.0032177,73.1238879,localisy03635,ChIJcX2COerp5zsRJ8MxdvauChk,photos\localisy02158_1.jpg,,,,,AC Repair
Arya MEP Services,"Shop No 39, RIDDHI SIDDHI RESIDENCY, Plot No 53/53 A, Sector 3, New Panvel East, Panvel, Maharashtra 410206, India",Sector 3,Panvel,Navi Mumbai,Maharashtra,410206,+91 70457 90998,4.9,40.0,"service, wholesaler, store, point_of_interest, establishment",19.002553,73.121203,localisy03640,ChIJ0_rtwBnp5zsRKr5Px14qJ2g,photos\localisy02161_1.jpg,,,,,AC Repair
A. S. Enterprises Sales & Services,"Shop No. 8, Plot no.6 Jesal Empire, Front of Central Bank, Sector 9, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Navi Mumbai,Maharashtra,410206,+91 90222 29084,4.1,32.0,"service, point_of_interest, establishment",19.0082286,73.1127669,localisy03653,ChIJiyRV6kno5zsRNpc0fUr7nbU,photos\localisy02168_1.jpg,,,,,AC Repair
National Cool Service,"Shop No 05, Panchshil Nagar, New Panvel East, Panvel, Maharashtra 410206, India",Panchshil Nagar,Panvel,Navi Mumbai,Maharashtra,410206,+91 80808 07062,4.4,7.0,"service, point_of_interest, establishment",18.9938916,73.1237668,localisy03654,ChIJ1fVNCvbp5zsRp-TXFVug_rA,photos\localisy02169_1.jpg,,,,,AC Repair
DYNAMO AC CARE,"SHOP NO 8- CHINTAMANI APT PLOT NO-421/1B BEHIND KINGS ELECTRONICS, EMAIL- dynamoaccare@gmail.com, Sector 21, Takka Colony, Panvel, Maharashtra 410206, India",Sector 21,Panvel,Navi Mumbai,Maharashtra,410206,+91 91378 59774,3.6,19.0,"service, point_of_interest, establishment",18.9848107,73.1198976,localisy03657,ChIJAz9wF1Lp5zsR7Gd4f34AWT0,,,,,,AC Repair
Unicool Enterprises,"Unicool Enterprises, Chintamani Mangal Karaylayaear, near New Taluka Police Station, Nityanand Nagar, Old Panvel, Panvel, Maharashtra 410206, India",Nityanand Nagar,Panvel,Navi Mumbai,Maharashtra,410206,,4.6,20.0,"manufacturer, supplier, service, point_of_interest, establishment",18.9944232,73.1076118,localisy03660,ChIJVZDevIvp5zsR7tWMn-PzhmU,photos\localisy02172_1.jpg,,,,,AC Repair
KAYUM CAR AC,"Opp to National Paradise, Vishrali Naka, near Panchamukhi Hanuman Mandir, Takka Colony, Panvel, Maharashtra 410206, India",near Panchamukhi Hanuman Mandir,Panvel,Navi Mumbai,Maharashtra,410206,+91 77387 62209,4.6,34.0,"car_repair, service, point_of_interest, establishment",18.9798779,73.1155814,localisy03662,ChIJtZ2ftanp5zsRiBbYhBTZlIs,photos\localisy02174_1.jpg,,,,,AC Repair
Cool-o-matic!! AC!! FREEZE!! WASHING MACHINE,"Plot no. 47,sector-15, Panvel industrial area, Sector 15, New Panvel East, Panvel, Maharashtra 410206, India",Sector 15,Panvel,Navi Mumbai,Maharashtra,410206,+91 99561 33682,5.0,5.0,"service, point_of_interest, establishment",19.0007211,73.10998239999999,localisy03668,ChIJEyfAO1jp5zsRgaR8DlEa2yQ,,,,,,AC Repair
Nalanda Inverter & Airconditioner Authorised Luminous distributor in raigad/ Navi mumbai,"Plot No.162, Arihant Plaza, Vasudev Balwant Phadke Rd, MCCH Society, Panvel, Maharashtra 410206, India",Vasudev Balwant Phadke Rd,Panvel,Navi Mumbai,Maharashtra,410206,+91 93241 78555,4.7,45.0,"store, service, point_of_interest, establishment",18.9879269,73.11441429999999,localisy03671,ChIJIayQn2vo5zsR-U76_EO9OVY,photos\localisy02179_1.jpg,,,,,AC Repair
Cool AC Service,"Shop No. 17, plots no, Nakhva CHS, H7, Sector 14, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 14,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 97029 09268,5.0,44.0,"point_of_interest, service, establishment",19.013796,73.03872009999999,localisy03806,ChIJ65lTmpvD5zsRh05OiaSGGfA,photos\localisy02295_1.jpg,,,,,AC Repair
SS Cool Point,"opp. sector 20, Shahbaz Village, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 20,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 91365 01678,4.9,211.0,"general_contractor, point_of_interest, service, establishment",19.0132352,73.0354884,localisy03808,ChIJyXbvFkDD5zsRSZXW62g1OBI,photos\localisy09715_1.jpg,,,,,AC Repair
Airpro solutions,"227Q+GF8, Sector 14, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 14,CBD Belapur,Navi Mumbai,Maharashtra,400614,,4.5,46.0,"point_of_interest, service, establishment",19.013778,73.0386939,localisy03810,ChIJhQc_FADD5zsRHmYDQKlzHNw,photos\localisy02297_1.jpg,,,,,AC Repair
DP Ac Repair And Service,"Maruti Paradise Apartments, 333/C, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 74003 26147,3.0,2.0,"point_of_interest, service, establishment",19.0087536,73.03808339999999,localisy03811,ChIJLUE1oanD5zsRmKaxRs_6aZk,photos\localisy02298_1.jpg,,,,,AC Repair
GOOD LUCK AIR COOL,"Shop No 4, Ganga Jamuna Apartment, NL2 Rd, NL - 4 Type, Sector : 11, Sector 15, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 15,Nerul,Navi Mumbai,Maharashtra,400706,+91 74000 07066,4.9,237.0,"point_of_interest, service, establishment",19.0365253,73.0208456,localisy03813,ChIJZc_7wGbD5zsRZmP6qr3C1J4,photos\localisy02300_1.jpg,,,,,AC Repair
Mumbai AC Service,"Shop No. 15, Neelkath Classic, Sector 35F, Sector 35I, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 76664 88850,5.0,62.0,"point_of_interest, service, establishment",19.0717526,73.074187,localisy03815,ChIJOX296r7B5zsR7Gy2zaqdvvA,photos\localisy02145_1.jpg,,,,,AC Repair
Seven Electronics,"shop no 4, nerul akash ganga,sec-23 seawoods E 400706, 22F9+H4V, station E, near Mahavir Vihar, Sector 23, Nerul East, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 98920 50827,4.9,127.0,"point_of_interest, service, establishment",19.0240441,73.0179903,localisy03816,ChIJj1ilnonD5zsRPJImiW3S9dg,photos\localisy02302_1.jpg,,,,,AC Repair
Summer cool - Air conditioning repair shop - Ac Repair Service Kharghar Navi Mumbai,"Shop no 6, shree Ganesh Krupa society, near Khan bakery, owe gaon, Sector 30, Kharghar, Panvel, Maharashtra 410210, India",Sector 30,Kharghar,Navi Mumbai,Maharashtra,410210,+91 90041 49057,4.9,260.0,"general_contractor, store, point_of_interest, service, establishment",19.0670517,73.069249,localisy03817,ChIJoYqK3vnB5zsRfQ4Je1tmMFs,photos\localisy02142_1.jpg,,,,,AC Repair
A S Cool Service,"Shop No-1, Sai Nara Chs, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",Sector 13,Kharghar,Navi Mumbai,Maharashtra,410210,+91 99308 26071,4.8,272.0,"general_contractor, point_of_interest, service, establishment",19.0450885,73.0718943,localisy03818,ChIJ09EieMvD5zsRe4TjaIFS35c,photos\localisy02144_1.jpg,,,,,AC Repair
SS Air Conditioner repair,"near Sankar Mandir, Seawoods West, Karave Village, Sector 36, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 36,Seawoods,Navi Mumbai,Maharashtra,400706,+91 88794 27138,4.9,158.0,"home_goods_store, general_contractor, store, point_of_interest, service, establishment",19.0164261,73.01027160000001,localisy03819,ChIJ_5UfCt_D5zsREBqkjqtGrnY,photos\localisy02306_1.jpg,,,,,AC Repair
Champion Cool Zone,"Shop No. 1/2/3, Mauli Niwas, Plot No. F-6/7, Agroli, Sector 29, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 29,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 81080 28976,4.9,80.0,"general_contractor, store, point_of_interest, service, establishment",19.02107,73.0366919,localisy03821,ChIJu0N6MaHD5zsR3SKOaHYJ7Cw,photos\localisy02308_1.jpg,,,,,AC Repair
Ak Fridge Washing Machine Ac Repair Service,"Shop No. 9, Nilgiri Gardens, Ekta Vihar, Sector 26, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 26,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 90827 30052,5.0,4.0,"point_of_interest, service, establishment",19.0246498,73.02845359999999,localisy03822,ChIJZQCqjjHD5zsRg-wnqOBGd6c,,,,,,AC Repair
Cool world Engineering Ac Repair & Service Seawood Nerul Navi Mumbai,"Shop no 6, chs plot no 1, GoodWill Avenue, Nerul East, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 40,Seawoods,Navi Mumbai,Maharashtra,400706,+91 96640 11868,5.0,2.0,"point_of_interest, service, establishment",19.0214498,73.01842409999999,localisy03823,ChIJqY1JS-HD5zsRFW_Oboc7F_A,photos\localisy24614_1.jpg,,,,,AC Repair
R. K. Cool Service,"Shop No.4, Bhairwnath Society, Plot No. 44, Block G, Sector 11, Kharghar, Panvel, Maharashtra 410210, India",Sector 11,Kharghar,Navi Mumbai,Maharashtra,410210,+91 97685 72770,5.0,272.0,"general_contractor, manufacturer, point_of_interest, service, establishment",19.0390881,73.06967209999999,localisy03826,ChIJjTZPAfvD5zsRaFJYSnKZMak,photos\localisy02163_1.jpg,,,,,AC Repair
S.S.COOL SERVICE - AC repair and service,"Shop no. 03, Ratnasinhasan, New, Plot N. 131, Seawoods West, New Sector-50, Sector 50, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 50,Seawoods,Navi Mumbai,Maharashtra,400706,+91 80971 01882,5.0,37.0,"general_contractor, manufacturer, point_of_interest, service, establishment",19.0161145,73.02303979999999,localisy03827,ChIJlQNV_1XD5zsRsz8Xf3UbNy0,photos\localisy02312_1.jpg,,,,,AC Repair
A to Z Car Ac,"Shop no.1, ShivOm Appt, plot no.B-84, near Garage line, Belapur Village, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 20,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 95944 19920,4.7,119.0,"car_repair, point_of_interest, service, establishment",19.0139949,73.0292087,localisy03829,ChIJwwCEkrLD5zsRMxsFR831Dz0,photos\localisy02314_1.jpg,,,,,AC Repair
The technician your AC master,"Shop no 2, Prathamesh niwash, 20, Sector 19, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 19,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 63933 96329,5.0,9.0,"point_of_interest, service, establishment",19.0134783,73.0354857,localisy03831,ChIJx5RHcFPD5zsROnQO17DEKCE,,,,,,AC Repair
